scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,PalmFruit_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_MiscAll_withdrawals
ssp_socio4_ag1_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.537949999999999e-06,0.804445,0.1778375,1.2854431460000004,0.00521571,1.266609,0.01296705,0.000303428,0.001049091,0.000347958,3,1,1,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwhi_rs_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.1335e-06,0.3517632,0.2345456,1.4779594223,0.003533984,1.4672453,0.00634722,0.000273728,0.0011164019999999,0.0005591903,3,1,1,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.12547e-06,0.7827299999999999,0.1866166,1.298109722,0.00509914,1.27966,0.01270007,0.000296234,0.0010784,0.000354278,3,1,2,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwhi_rs_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0835700000000004e-06,0.3453496,0.2316847,1.4660543750000004,0.003496248,1.4554551000000002,0.00627682,0.000272797,0.001110015,0.00055341,3,1,2,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.3047e-06,0.8168169999999999,0.2005862,1.378906895,0.00540378,1.359478,0.01333734,0.000308773,0.001146172,0.000379002,3,1,3,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwhi_rs_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0641900000000004e-06,0.3472159999999999,0.2331096,1.4747252253,0.00351753,1.4640289999999998,0.00634741,0.000273932,0.001117546,0.0005573533,3,1,3,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwhi_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.93268e-06,0.7567149999999999,0.1864208,1.2960497730000002,0.00495773,1.278164,0.01228703,0.000288666,0.001064899,0.000352347,3,1,4,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwhi_rs_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.08789e-06,0.3454737999999999,0.2322057,1.4725560058,0.003487517,1.4619547,0.0062869,0.000272357,0.001110813,0.0005545318,3,1,4,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwhi_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.084249999999999e-06,0.771804,0.1862386,1.2971641640000002,0.00512192,1.278672,0.01271813,0.000297063,0.001073468,0.000355051,3,1,5,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwhi_rs_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.02504e-06,0.3415650999999999,0.2320904,1.4658514664,0.003495169,1.4552782,0.00625031,0.00027246,0.001111218,0.0005553274,3,1,5,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.36947e-06,0.797463,0.196318,1.3617852979999998,0.00532993,1.342762,0.01301555,0.0003052009999999,0.001115738,0.0003726169999999,1,2,1,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_exp_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0841500000000004e-06,0.3468303,0.2304578999999999,1.4600864072000004,0.00349788,1.4494266000000002,0.00633721,0.000273443,0.001103092,0.0005512742,1,2,1,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.117010000000001e-06,0.7711699999999999,0.1828841,1.285400963,0.00510742,1.266947,0.01270199,0.000297705,0.001073486,0.000346848,1,2,2,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_exp_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0762600000000007e-06,0.343513,0.2312662,1.4632931760000003,0.003491415,1.4527,0.00627503,0.000272885,0.001110085,0.000553846,1,2,2,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.4006100000000015e-06,0.812707,0.1961045,1.3582086829999998,0.00540306,1.338859,0.01326802,0.00030702,0.00111871,0.000371583,1,2,3,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_exp_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,2.93883e-06,0.3385881,0.2315277,1.4569845619,0.003478263,1.4465059999999998,0.00617446,0.00027279,0.0011082969999999,0.0005530489,1,2,3,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.949719999999999e-06,0.752445,0.1862532999999999,1.30470341,0.00498313,1.286737,0.01234005,0.000289561,0.001075665,0.000353669,1,2,4,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_exp_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0842900000000004e-06,0.3441203,0.2317846,1.4695890048000002,0.003489781,1.4590034,0.00626869,0.000272379,0.001111668,0.0005547548,1,2,4,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.853189999999999e-06,0.760919,0.1907419,1.3117620119999998,0.00512925,1.293405,0.01256906,0.000297072,0.001086144,0.00036163,1,2,5,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_exp_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0366200000000004e-06,0.3427393,0.2327042,1.4682791666000001,0.003504909,1.4576587,0.00628552,0.000273167,0.00111424,0.0005568706,1,2,5,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.90521e-06,0.8209780000000001,0.1567307,1.1962782790000002,0.00516124,1.177343,0.01314693,0.000305934,0.000981092,0.000321175,1,1,1,1,1,1,4,3,7,3,4,5,2
ssp_socio4_ag1_gwlo_rs_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.12503e-06,0.3495189,0.2336453,1.4831039762999998,0.003532372,1.4723954,0.006344,0.000274234,0.001115501,0.0005579703,1,1,1,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.24946e-06,0.815191,0.1941922,1.356644113,0.00522508,1.3378370000000002,0.01291651,0.000301457,0.001111527,0.0003640659999999,1,1,2,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_rs_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.09024e-06,0.340537,0.2301261,1.4571663309,0.003478957,1.4466574,0.00620795,0.000271803,0.001099707,0.0005502209,1,1,2,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.32335e-06,0.8128580000000001,0.1977629,1.3866242979999996,0.00543525,1.3671719999999998,0.01333439,0.00030878,0.00113685,0.000373878,1,1,3,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_rs_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.13598e-06,0.3571127,0.2347952999999999,1.4905782559000003,0.003582875,1.4797332,0.00641924,0.000277137,0.001125343,0.0005658039,1,1,3,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.01423e-06,0.7555769999999999,0.1763852,1.260855721,0.00491168,1.24316,0.01215784,0.00028703,0.001034353,0.000339171,1,1,4,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_rs_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,2.98526e-06,0.3315661,0.2315059,1.4538073628,0.003418395,1.4434714,0.0060993099999999,0.00027039,0.00109545,0.0005478678,1,1,4,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.82497e-06,0.763386,0.187637,1.3246657739999999,0.00509534,1.306404,0.01251498,0.0002959,0.001079047,0.000355554,1,1,5,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwlo_rs_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.06785e-06,0.3436884,0.2325103,1.4779643318,0.00351559,1.4673194,0.00629999,0.000273226,0.001111009,0.0005561257999999,1,1,5,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.449880000000001e-06,0.8016810000000001,0.1936992,1.348508041,0.00534857,1.329312,0.01317025,0.000307003,0.001107787,0.000370218,2,2,1,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_exp_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.15878e-06,0.3436654,0.2325162,1.4669919634000002,0.003503623,1.4563581,0.00630282,0.00027306,0.001108794,0.0005543604,2,2,1,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.09797e-06,0.773826,0.1898549,1.3107233749999998,0.00514362,1.292227,0.01269582,0.000297869,0.001095108,0.000359066,2,2,2,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_exp_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.075e-06,0.3434932,0.2313162,1.4627212666,0.003492837,1.4521258,0.0062758,0.000272901,0.001110324,0.0005539286,2,2,2,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.265839999999999e-06,0.8050280000000001,0.1998961,1.3684927980000001,0.00540842,1.349122,0.01327483,0.000309644,0.00115041,0.000377904,2,2,3,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_exp_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.0511600000000007e-06,0.3439601,0.2328363,1.4671125104,0.003513777,1.4564568999999998,0.0063108,0.000273696,0.001118073,0.0005573374,2,2,3,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.9134000000000014e-06,0.7543679999999999,0.1852189,1.298869677,0.0049887,1.280856,0.01237781,0.000291374,0.001074565,0.000355793,2,2,4,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_exp_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.07829e-06,0.3440025,0.2318796,1.4694621279000002,0.003490114,1.458875,0.0062697,0.000272419,0.00111253,0.0005548949,2,2,4,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.83924e-06,0.7602150000000001,0.1904455,1.3100351409999997,0.00512612,1.291683,0.0125682,0.000296702,0.001084233,0.000361119,2,2,5,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_exp_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.02788e-06,0.3423087,0.2328245,1.4652568683000002,0.003504985,1.4546363000000002,0.0062854,0.000273128,0.001114481,0.0005570553,2,2,5,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.420350000000002e-06,0.807369,0.1963375,1.3677948160000002,0.00533511,1.348701,0.01308168,0.000305342,0.001110369,0.000371684,2,1,1,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_rs_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.11678e-06,0.3497735999999999,0.2337723,1.4814917899999998,0.003529103,1.4707888,0.00634166,0.000274218,0.001116004,0.000558009,2,1,1,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.29008e-06,0.778438,0.1838527,1.2855732780000002,0.00511305,1.26716,0.01265535,0.000296995,0.001073813,0.000347883,2,1,2,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.334720000000002e-06,0.8143729999999999,0.1983456,1.378617978,0.00539117,1.359272,0.01326921,0.000308979,0.001137871,0.000376619,2,1,3,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_rs_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.06605e-06,0.3467945,0.2331908,1.4757192836,0.003518898,1.4650381,0.0063310899999999,0.000273876,0.0011174689999999,0.0005573195999999,2,1,3,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.940019999999999e-06,0.7569600000000001,0.1860851,1.2985918150000002,0.00495885,1.2807110000000002,0.01228146,0.000288609,0.00106432,0.000351896,2,1,4,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_rs_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.09081e-06,0.3461544,0.2321049,1.4736226842999998,0.003489955,1.4630199,0.00628594,0.000272404,0.001110141,0.0005544853,2,1,4,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag1_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,6.978909999999998e-06,0.7645059999999999,0.1911085,1.3238390119999999,0.0051736,1.305265,0.01273785,0.000300205,0.001082838,0.0003623569999999,2,1,5,1,1,1,4,3,7,3,4,6,2
ssp_socio4_ag1_gwmed_rs_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.06973e-06,0.3437881,0.2328231,1.4739341941,0.003500629,1.4633046,0.00629913,0.000273153,0.0011111889999999,0.0005566821,2,1,5,2,1,1,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.5716e-06,0.7295659999999999,0.1932355,1.315283357,0.00502508,1.297474,0.01213829,0.000274326,0.001036649,0.0003716609999999,3,2,1,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.64268e-06,0.3758825,0.2394752,1.5202985827,0.003730718,1.5088022,0.00691331,0.000279639,0.001128984,0.0005727157,3,2,1,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.545160000000001e-06,0.7127410000000001,0.1793382,1.240750207,0.00484737,1.2234699999999998,0.01181629,0.000267446,0.00099456,0.000349101,3,2,2,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.611e-06,0.3719069,0.2373981,1.5073423151000003,0.003699456,1.4959349000000002,0.00686099,0.000278445,0.001121965,0.0005685241,3,2,2,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.52171e-06,0.7383029999999999,0.1933124,1.318054879,0.00509218,1.300084,0.0122287,0.000276718,0.001059126,0.000373281,3,2,3,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.58402e-06,0.3726814,0.2389814,1.5137419517000001,0.003721538,1.5022753,0.00689369,0.000279439,0.00112839,0.0005719847,3,2,3,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.187739999999999e-06,0.6938380000000001,0.1853677,1.2653077019999999,0.00474837,1.248368,0.01157288,0.000262444,0.001008857,0.000356008,3,2,4,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.81546e-06,0.3993605999999999,0.2368074999999999,1.5212880076999997,0.0037854909999999,1.509514,0.00713277,0.000281963,0.001130251,0.0005737837,3,2,4,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.119169999999999e-06,0.699783,0.1881871,1.277073411,0.00485544,1.259842,0.01174712,0.000267269,0.001013858,0.000361582,3,2,5,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5598e-06,0.3705645,0.2387333,1.5117996414,0.00370791,1.5003722000000002,0.00686967,0.0002785709999999,0.001124628,0.0005712903999999,3,2,5,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.62094e-06,0.73857,0.1932651,1.321189694,0.00502686,1.303335,0.01218241,0.000274543,0.0010323539999999,0.000370881,3,1,1,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.63287e-06,0.3871620999999999,0.240894,1.5403686435000001,0.003759104,1.5288174,0.0069363,0.000280091,0.001135882,0.0005757485,3,1,1,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.38398e-06,0.7180139999999999,0.1876894,1.2789437929999998,0.0048683,1.261568,0.01187996,0.000268225,0.0010170189999999,0.000359308,3,1,2,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.62133e-06,0.3743254,0.2375947,1.5125006388,0.00369941,1.5010772,0.00687751,0.000278414,0.001120874,0.0005681048,3,1,2,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.6245699999999986e-06,0.7524329999999999,0.1933438999999999,1.329010495,0.00511586,1.310877,0.01236259,0.000278608,0.001059931,0.000376437,3,1,3,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.62822e-06,0.3731542,0.2484663999999999,1.5627582173,0.003772707,1.5511681000000002,0.00694572,0.000282027,0.001156491,0.0005896632999999,3,1,3,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.206010000000001e-06,0.699597,0.1851938,1.2654762549999998,0.00473526,1.248568,0.01155624,0.000262104,0.001000163,0.000354651,3,1,4,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.61827e-06,0.3739789,0.2378222,1.5169093858000002,0.003693124,1.5055202,0.00684988,0.000277848,0.0011216339999999,0.0005683338,3,1,4,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.115880000000001e-06,0.7060299999999999,0.1887908,1.280161912,0.00483925,1.262956,0.01173902,0.000266683,0.001012338,0.000360959,3,1,5,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5697500000000004e-06,0.3720537,0.2387868,1.5162772701,0.00371011,1.5048363,0.00688138,0.000278568,0.001124547,0.0005709121,3,1,5,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.57808e-06,0.7296009999999999,0.1927106,1.317556118,0.00502118,1.299768,0.01212161,0.000274238,0.001033962,0.00037109,1,2,1,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.6432e-06,0.3755623,0.2393395,1.5239370432000003,0.00372265,1.5124571000000002,0.00690534,0.000279469,0.001125087,0.0005724842,1,2,1,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.349339999999999e-06,0.710287,0.1871446,1.276620153,0.00486308,1.259315,0.0118149,0.000267975,0.001016925,0.000359198,1,2,2,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.61852e-06,0.3724333,0.2372577,1.5104865505000002,0.003698918,1.4990796000000002,0.00686126,0.0002784909999999,0.001121454,0.0005682815,1,2,2,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.492960000000001e-06,0.733857,0.1953628999999999,1.3222647090000001,0.00509563,1.30424,0.01227589,0.000277882,0.001060006,0.000375307,1,2,3,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.62814e-06,0.3728592,0.2388534,1.5182150511,0.003737385,1.5067046,0.00691996,0.000280097,0.001127487,0.0005730091,1,2,3,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.216230000000001e-06,0.6951529999999999,0.1849582,1.2730757590000001,0.00474711,1.256133,0.01157742,0.000262497,0.0010066889999999,0.000355732,1,2,4,1,1,5,4,3,7,3,4,6,2
