scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal
ssp_socio3_ag1_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.330998,0.904088,0.302307,1.250204,2.07107486,0.1737744,1.813104,0.0393272,0.0343946,0.01047466,1,2,1,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.327449,0.8924559999999999,0.298725,1.255297,2.05882924,0.1716336,1.803515,0.0391033,0.0341834,0.01039394,1,2,2,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.316527,0.879712,0.293253,1.232748,2.0162964199999998,0.17104,1.762784,0.0385871999999999,0.0336039,0.01028132,1,2,3,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.323185,0.8774770000000001,0.295687,1.232035,2.04099384,0.1677013,1.790987,0.0382994,0.0337368,0.01026934,1,2,4,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.32994,0.906589,0.303713,1.270678,2.10165999,0.176345,1.839592,0.0398679,0.0351931,0.01066199,1,2,5,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.334058,0.913836,0.308962,1.2545110000000002,2.12106578,0.1742185,1.862803,0.0392555,0.0342986,0.01049018,1,1,1,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.331629,0.9006029999999999,0.307505,1.267223,2.1100082799999997,0.1728579999999999,1.853413,0.0391537,0.034143,0.01044058,1,1,2,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.321178,0.8940380000000001,0.299473,1.25641,2.0784946,0.1706592999999999,1.824912,0.0388939,0.0336939,0.0103355,1,1,3,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.326663,0.888458,0.302061,1.248518,2.0865834199999997,0.1677490999999999,1.836421,0.0384121999999999,0.0336979,0.01030322,1,1,4,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.334701,0.913033,0.313169,1.289401,2.17118617,0.1770087,1.908295,0.0399967,0.0351653,0.01072047,1,1,5,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.329904,0.903058,0.301817,1.25179,2.0619246,0.1738182999999999,1.803897,0.0393538,0.03439,0.0104655,2,2,1,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.327179,0.8916229999999999,0.2984159999999999,1.255444,2.0473442799999995,0.1716658999999999,1.791885,0.0391551999999999,0.0342461,0.01039208,2,2,2,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.31623,0.880734,0.294171,1.239643,2.0073980799999998,0.1709473,1.75361,0.0387996999999999,0.0337400999999999,0.01030098,2,2,3,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.32103,0.8757550000000001,0.295037,1.230148,2.031824,0.1676973,1.7818619999999998,0.0382857,0.0337211,0.0102578999999999,2,2,4,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.328638,0.906085,0.304019,1.280116,2.07538116,0.1763546,1.812939,0.0400915,0.0353236,0.01067246,2,2,5,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.331175,0.91251,0.306376,1.268997,2.1008888,0.1738287,1.842974,0.0393788,0.0342453,0.010462,2,1,1,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.327926,0.9004399999999999,0.302024,1.27596,2.0833399299999997,0.171566,1.828114,0.0392173,0.0340634,0.01037923,2,1,2,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.31847,0.892183,0.298831,1.257261,2.06386545,0.1706879,1.810249,0.0389116,0.0336906,0.01032635,2,1,3,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.323779,0.8875069999999999,0.301037,1.246834,2.07113945,0.1677886,1.820914,0.0384289,0.0337199,0.01028805,2,1,4,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.330491,0.9136,0.309437,1.28948,2.1417402599999997,0.1761977,1.879526,0.0401146999999999,0.0352135,0.01068836,2,1,5,1,1,1,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.395841,0.910456,0.28711,1.143784,2.00517674,0.1782422999999999,1.742464,0.0407291,0.0330161999999999,0.01072514,3,2,1,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.393909,0.901793,0.2842,1.1488740000000002,1.99595704,0.1767016,1.7351100000000002,0.0405897,0.0328929,0.01066284,3,2,2,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.382924,0.8932059999999998,0.281315,1.1380549999999998,1.9598240399999998,0.1760071,1.700343,0.0403315999999999,0.0325421,0.01060024,3,2,3,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.389242,0.8924340000000001,0.283478,1.130299,2.00316378,0.1733943,1.746364,0.0401782,0.0326225,0.01060478,3,2,4,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.397254,0.915685,0.288886,1.165302,2.0175955000000005,0.1813067,1.7500830000000005,0.0414386,0.0338318,0.0109354,3,2,5,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.397438,0.920572,0.291097,1.163089,2.0530279499999997,0.1776537,1.790873,0.0408631999999999,0.0328915,0.01074655,3,1,1,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.394509,0.910402,0.286608,1.166502,2.03640544,0.1761977,1.776125,0.0407084,0.0327142999999999,0.01066004,3,1,2,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.384389,0.903701,0.284332,1.153756,2.0193325099999995,0.1755665,1.7603349999999998,0.0403837,0.0324282,0.01061911,3,1,3,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.389621,0.899927,0.286577,1.151169,2.0346729,0.1732276,1.778309,0.0400726999999999,0.0324652,0.0105984,3,1,4,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.39516,0.91729,0.29002,1.174379,2.07327236,0.1814665,1.806265,0.0412241999999999,0.0334211,0.01089556,3,1,5,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.395358,0.907876,0.285155,1.137859,2.02529053,0.1786284,1.7629689999999998,0.0403041,0.0326992,0.01068983,1,2,1,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.393721,0.90148,0.28394,1.148755,2.02027941,0.1764741,1.759923,0.040481,0.032744,0.01065731,1,2,2,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.384465,0.893333,0.280756,1.135468,1.9898655900000002,0.1758721,1.730852,0.040161,0.0323862,0.01059429,1,2,3,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.39169,0.8927149999999999,0.283226,1.129266,2.01850802,0.1734266,1.762026,0.0399485,0.0325095,0.01059742,1,2,4,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.400857,0.917936,0.289167,1.163314,2.06529308,0.1807926,1.798463,0.0413731,0.0337169,0.01094748,1,2,5,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.400362,0.920341,0.291778,1.15935,2.08241985,0.1778257,1.820473,0.0406041,0.0327631,0.01075395,1,1,1,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.397467,0.908368,0.290975,1.159752,2.07208786,0.1773797999999999,1.810871,0.0404772,0.0326567,0.01070316,1,1,2,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.3896679999999999,0.906603,0.285169,1.15244,2.05259296,0.1753297,1.793848,0.0403473,0.0324205999999999,0.01064736,1,1,3,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.393394,0.9005749999999999,0.28793,1.13749,2.0599371,0.1738912999999999,1.803463,0.0396558,0.0323315999999999,0.0105954,1,1,4,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.404533,0.921786,0.296102,1.176499,2.13263154,0.1812002,1.865514,0.0413421,0.0335816,0.01099364,1,1,5,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.395255,0.909909,0.286828,1.137483,2.02117462,0.1783537,1.758659,0.0405385,0.0329,0.01072342,2,2,1,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.39352,0.901407,0.284125,1.144387,2.01289934,0.1767349,1.752188,0.040518,0.0327960999999999,0.01066234,2,2,2,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.383235,0.8937459999999999,0.28154,1.137362,1.9796427099999996,0.1758086999999999,1.7204419999999998,0.0402924,0.0324904,0.01060921,2,2,3,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.388283,0.8905700000000001,0.282821,1.131962,2.00602481,0.1733907999999999,1.749642,0.0398869,0.0325194,0.01058571,2,2,4,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.397757,0.916641,0.289309,1.165981,2.0384171099999997,0.1810355,1.7711739999999998,0.0414707,0.0337861999999999,0.01095071,2,2,5,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.397132,0.919997,0.290942,1.160995,2.0633577699999996,0.1778068,1.801239,0.0407332,0.0328325999999999,0.01074617,2,1,1,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.395361,0.911457,0.287792,1.162634,2.05066927,0.176292,1.790193,0.0407434,0.0327588,0.01068207,2,1,2,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.384763,0.903812,0.284715,1.154174,2.03367011,0.1755448999999999,1.774747,0.0403393,0.0324099,0.01062901,2,1,3,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.389976,0.9003909999999999,0.286991,1.151378,2.0436630399999998,0.1732082999999999,1.787338,0.0400548,0.0324532,0.0106087399999999,2,1,4,1,1,5,3,2,2,5,4,7,0
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.398512,0.922,0.292896,1.1791360000000002,2.0993627999999998,0.1804601,1.832817,0.0414736999999999,0.0336553,0.0109567,2,1,5,1,1,5,3,2,2,5,4,7,0
