scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal
ssp_ag1_soc3_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.30299,0.808237,0.2873469999999999,1.230772,1.8585234999999998,0.1640989,1.612889,0.039885,0.0322488,0.0094017999999999,1,2,1,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.304223,0.8017340000000001,0.283442,1.235678,1.8572844000000002,0.16254,1.613528,0.0397449,0.0321031,0.0093684,1,2,2,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.295268,0.800138,0.281662,1.230165,1.82709137,0.1627554,1.583459,0.0397003,0.0318329,0.00934377,1,2,3,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.299579,0.796678,0.28373,1.22314,1.85669697,0.1601537,1.616096,0.0392498,0.0318771,0.00932037,1,2,4,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.305998,0.813294,0.284548,1.2506700000000002,1.8642278099999998,0.1659161,1.615352,0.0405022,0.0328891,0.00956841,1,2,5,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.304427,0.812673,0.289495,1.237991,1.89632905,0.1639228999999999,1.650856,0.0399575,0.0321717,0.00942095,1,1,1,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.30534,0.805859,0.284799,1.2407290000000002,1.88590439,0.1624072,1.642265,0.0398135,0.0320455,0.00937319,1,1,2,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.296697,0.8049459999999999,0.28299,1.25215,1.87307966,0.1625741,1.629786,0.0396013,0.0317555999999999,0.00936266,1,1,3,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.301485,0.8008740000000001,0.286112,1.231169,1.88788488,0.1601154,1.6472600000000002,0.0393529,0.0318152,0.00934138,1,1,4,1,2,1,3,2,2,5
ssp_ag1_soc3_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.306933,0.8156129999999999,0.286191,1.249041,1.91736289,0.1655319,1.668998,0.0404592,0.0327919,0.00958189,1,1,5,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.30311,0.8083060000000001,0.287348,1.2330230000000002,1.8377392399999997,0.1642624999999999,1.591805,0.0399825999999999,0.0322817,0.00940744,2,2,1,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.304116,0.8012,0.282983,1.24803,1.83205462,0.1628402,1.587838,0.039887,0.0321197,0.00936972,2,2,2,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.295236,0.7999729999999999,0.281596,1.231349,1.8104201599999998,0.1628927999999999,1.566565,0.0397597,0.031858,0.00934466,2,2,3,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.299302,0.795517,0.283064,1.225719,1.83424351,0.1602389,1.593532,0.0392318,0.0319278,0.00931301,2,2,4,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.3059159999999999,0.8129660000000001,0.284311,1.251778,1.85691009,0.1659746,1.607931,0.040536,0.032899,0.00956949,2,2,5,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.30406,0.8115559999999999,0.288836,1.240822,1.87262656,0.1641132,1.6268669999999998,0.0400301,0.032211,0.00940526,2,1,1,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.305064,0.804649,0.284006,1.243051,1.8658529999999998,0.1625307,1.6220249999999998,0.0398626999999999,0.0320689,0.0093657,2,1,2,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.296127,0.8034060000000001,0.282308,1.248258,1.8472191100000002,0.1627789,1.6033270000000002,0.0399962,0.0317695,0.00934751,2,1,3,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.300662,0.798783,0.284939,1.233308,1.8610824499999998,0.1602336,1.620234,0.0394283,0.0318645,0.00932205,2,1,4,1,2,1,3,2,2,5
ssp_ag1_soc3_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.306472,0.814128,0.285363,1.256835,1.88046908,0.1659207,1.6315,0.0406332,0.0328445,0.00957068,2,1,5,1,2,1,3,2,2,5
ssp_ag5_soc3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.368105,0.814484,0.266505,0.990346,1.73100265,0.1625681,1.489028,0.0390532,0.030963,0.00939035,3,2,1,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.36863,0.8102210000000001,0.264043,0.990699,1.7291619899999997,0.1614182,1.4886089999999998,0.0389353,0.0308459,0.00935359,3,2,2,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.359642,0.806669,0.261,0.982798,1.7141660499999998,0.1633956999999999,1.472639,0.0383441999999999,0.0304725,0.00931465,3,2,3,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.36567,0.806778,0.264348,0.986407,1.72652257,0.1598351,1.487831,0.0386791,0.0308389,0.00933847,3,2,4,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.372478,0.8232149999999999,0.266541,1.004116,1.76065506,0.1642477,1.515449,0.0398615,0.0315412,0.00955566,3,2,5,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.368039,0.815574,0.266907,0.99662,1.7491305799999999,0.1636466,1.506392,0.0388982,0.0308167,0.00937708,3,1,1,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.369397,0.8124319999999999,0.2645409999999999,0.996833,1.7461082499999998,0.1613776,1.50557,0.0390301999999999,0.0307809,0.00934955,3,1,2,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.362414,0.811743,0.26279,0.993486,1.7348289,0.1614455,1.494513,0.038977,0.0305437,0.0093497,3,1,3,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.366401,0.8087690000000001,0.265367,0.994255,1.7489903599999999,0.1598969,1.510254,0.0387644,0.0307312,0.00934386,3,1,4,1,2,5,3,2,2,5
ssp_ag5_soc3_gwhi_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.371795,0.822478,0.266386,1.007487,1.7671128299999999,0.1655965999999999,1.521001,0.0395716,0.0314008,0.00954283,3,1,5,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.366352,0.812513,0.265361,0.987979,1.75349333,0.1639897,1.510636,0.0387167,0.0307868,0.00936413,1,2,1,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.368214,0.810458,0.264285,0.989893,1.7551948000000002,0.1612313,1.51495,0.0388733,0.0307917,0.0093485,1,2,2,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.359941,0.807211,0.261234,0.982608,1.72759034,0.1634768999999999,1.4859209999999998,0.0384332,0.0304424,0.00931684,1,2,3,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.365442,0.807388,0.264488,0.984672,1.76422589,0.1597056,1.525931,0.038527,0.0307187,0.00934359,1,2,4,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.368907,0.818361,0.263896,0.995664,1.75826286,0.1685984999999999,1.510083,0.0388463,0.0312357,0.00949936,1,2,5,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.369189,0.817806,0.267769,0.997578,1.7946117300000002,0.1621764,1.553256,0.0390039,0.0307679,0.00940753,1,1,1,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.369224,0.81353,0.265064,0.996624,1.7887290599999996,0.1609587,1.5488309999999998,0.0389020999999999,0.0306749,0.00936236,1,1,2,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.358912,0.807377,0.26013,0.982246,1.7687465899999997,0.1654245999999999,1.5259269999999998,0.0379629,0.0301310999999999,0.00930099,1,1,3,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.366625,0.809938,0.265573,0.991094,1.79606254,0.1603292,1.557382,0.0384443,0.030549,0.00935804,1,1,4,1,2,5,3,2,2,5
ssp_ag5_soc3_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.3725719999999999,0.823894,0.26686,1.005443,1.81394851,0.1650215,1.568653,0.0394152,0.0313008,0.00955801,1,1,5,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.368166,0.814637,0.26657,0.990503,1.73589762,0.1624021,1.494078,0.0390620999999999,0.030964,0.00939142,2,2,1,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.364196,0.8052520000000001,0.261083,0.976127,1.72542365,0.1660055,1.481865,0.0377624,0.0304995999999999,0.00929115,2,2,2,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.359209,0.806244,0.26069,0.980535,1.7142136199999998,0.163787,1.472411,0.0382716,0.0304345,0.00930952,2,2,3,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.365247,0.806413,0.26411,0.984906,1.7387514500000003,0.1596938,1.500332,0.0385922,0.0307994,0.00933405,2,2,4,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.370546,0.820319,0.265176,0.999431,1.7574354099999996,0.1671436,1.5102479999999998,0.0391582,0.0313651,0.00952051,2,2,5,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.368483,0.81653,0.267298,0.997386,1.7677944,0.1627121,1.525824,0.03904,0.0308294,0.0093889,2,1,1,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.369185,0.8129139999999999,0.264769,0.996909,1.7627651399999997,0.1611581,1.5224879999999998,0.0390146,0.0307543,0.00935014,2,1,2,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.360604,0.8100569999999999,0.261557,0.989659,1.74464541,0.1632124,1.503004,0.038723,0.0303776,0.00932841,2,1,3,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.366402,0.809639,0.265476,0.99357,1.7752776099999996,0.1596377,1.536957,0.038679,0.0306482,0.00935571,2,1,4,1,2,5,3,2,2,5
ssp_ag5_soc3_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.3730790000000001,0.8240430000000001,0.267379,1.008894,1.7784541600000001,0.1642056,1.533493,0.0397022,0.031492,0.00956136,2,1,5,1,2,5,3,2,2,5
ssp_socio3_ag1_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.329977,0.903073,0.3017579999999999,1.249649,2.04795262,0.1740058,1.7896759999999998,0.0393459,0.034462,0.01046292,3,2,1,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.326337,0.890333,0.297544,1.239437,2.03447911,0.1722057,1.778743,0.0389486,0.0342060999999999,0.01037571,3,2,2,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.316089,0.880415,0.293934,1.2411089999999998,1.99030499,0.1710522,1.736344,0.0388405,0.0337718,0.01029649,3,2,3,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.320788,0.875143,0.294641,1.235816,2.0238073599999993,0.1676003999999999,1.7738549999999995,0.0383461,0.0337499,0.01025596,3,2,4,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.32846,0.905814,0.303768,1.2760539999999998,2.05905851,0.1765849,1.796304,0.0401437,0.0353549,0.01067101,3,2,5,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.33078,0.911987,0.305846,1.276085,2.08843382,0.1737068,1.830593,0.0394309,0.0342535999999999,0.01044952,3,1,1,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.328473,0.901468,0.302189,1.27198,2.0683753099999995,0.1715582,1.812933,0.0392866999999999,0.0342157,0.01038171,3,1,2,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.3184099999999999,0.892526,0.298454,1.258712,2.04990586,0.1706686,1.7961969999999998,0.0389865,0.0337333,0.01032046,3,1,3,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.322692,0.885647,0.29989,1.2541669999999998,2.05971959,0.1675595,1.809813,0.0384054,0.0336763,0.01026539,3,1,4,1,1,1,3,2,2,5
ssp_socio3_ag1_gwhi_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.330034,0.913023,0.308727,1.2921,2.12181655,0.1762269,1.859457,0.0401964,0.0352619,0.01067435,3,1,5,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.330998,0.904088,0.302307,1.250204,2.07107486,0.1737744,1.813104,0.0393272,0.0343946,0.01047466,1,2,1,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.327449,0.8924559999999999,0.298725,1.255297,2.05882924,0.1716336,1.803515,0.0391033,0.0341834,0.01039394,1,2,2,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.316527,0.879712,0.293253,1.232748,2.0162964199999998,0.17104,1.762784,0.0385871999999999,0.0336039,0.01028132,1,2,3,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.323185,0.8774770000000001,0.295687,1.232035,2.04099384,0.1677013,1.790987,0.0382994,0.0337368,0.01026934,1,2,4,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.32994,0.906589,0.303713,1.270678,2.10165999,0.176345,1.839592,0.0398679,0.0351931,0.01066199,1,2,5,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.334058,0.913836,0.308962,1.2545110000000002,2.12106578,0.1742185,1.862803,0.0392555,0.0342986,0.01049018,1,1,1,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.331629,0.9006029999999999,0.307505,1.267223,2.1100082799999997,0.1728579999999999,1.853413,0.0391537,0.034143,0.01044058,1,1,2,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.321178,0.8940380000000001,0.299473,1.25641,2.0784946,0.1706592999999999,1.824912,0.0388939,0.0336939,0.0103355,1,1,3,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.326663,0.888458,0.302061,1.248518,2.0865834199999997,0.1677490999999999,1.836421,0.0384121999999999,0.0336979,0.01030322,1,1,4,1,1,1,3,2,2,5
ssp_socio3_ag1_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.334701,0.913033,0.313169,1.289401,2.17118617,0.1770087,1.908295,0.0399967,0.0351653,0.01072047,1,1,5,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.329904,0.903058,0.301817,1.25179,2.0619246,0.1738182999999999,1.803897,0.0393538,0.03439,0.0104655,2,2,1,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.327179,0.8916229999999999,0.2984159999999999,1.255444,2.0473442799999995,0.1716658999999999,1.791885,0.0391551999999999,0.0342461,0.01039208,2,2,2,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.31623,0.880734,0.294171,1.239643,2.0073980799999998,0.1709473,1.75361,0.0387996999999999,0.0337400999999999,0.01030098,2,2,3,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.32103,0.8757550000000001,0.295037,1.230148,2.031824,0.1676973,1.7818619999999998,0.0382857,0.0337211,0.0102578999999999,2,2,4,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.328638,0.906085,0.304019,1.280116,2.07538116,0.1763546,1.812939,0.0400915,0.0353236,0.01067246,2,2,5,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.331175,0.91251,0.306376,1.268997,2.1008888,0.1738287,1.842974,0.0393788,0.0342453,0.010462,2,1,1,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.327926,0.9004399999999999,0.302024,1.27596,2.0833399299999997,0.171566,1.828114,0.0392173,0.0340634,0.01037923,2,1,2,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.31847,0.892183,0.298831,1.257261,2.06386545,0.1706879,1.810249,0.0389116,0.0336906,0.01032635,2,1,3,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.323779,0.8875069999999999,0.301037,1.246834,2.07113945,0.1677886,1.820914,0.0384289,0.0337199,0.01028805,2,1,4,1,1,1,3,2,2,5
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.330491,0.9136,0.309437,1.28948,2.1417402599999997,0.1761977,1.879526,0.0401146999999999,0.0352135,0.01068836,2,1,5,1,1,1,3,2,2,5
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.395841,0.910456,0.28711,1.143784,2.00517674,0.1782422999999999,1.742464,0.0407291,0.0330161999999999,0.01072514,3,2,1,1,1,5,3,2,2,5
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.393909,0.901793,0.2842,1.1488740000000002,1.99595704,0.1767016,1.7351100000000002,0.0405897,0.0328929,0.01066284,3,2,2,1,1,5,3,2,2,5
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.382924,0.8932059999999998,0.281315,1.1380549999999998,1.9598240399999998,0.1760071,1.700343,0.0403315999999999,0.0325421,0.01060024,3,2,3,1,1,5,3,2,2,5
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Africa_Southern,water_td_irr_ZambeziR_W,0.389242,0.8924340000000001,0.283478,1.130299,2.00316378,0.1733943,1.746364,0.0401782,0.0326225,0.01060478,3,2,4,1,1,5,3,2,2,5
